,carat,cut,cut_ord,color,clarity,clarity_ord,Predicted Price,Regression Variables,,,
1401,0.32,Very Good,3,H,SI1,3,4528.46,,,,
1402,0.51,Premium,4,E,VS1,4,6739.03,,,,
1403,0.71,Premium,4,H,SI2,2,7513.63,,,,
1404,0.61,Very Good,3,I,VS2,5,7876.23,,,,
1405,1.69,Premium,4,J,I1,1,15304.37,,,,
1406,0.57,Ideal,5,E,VVS2,6,8309.91,,,,
1407,1.22,Good,2,G,SI2,2,11488.06,,,,
1408,1.38,Premium,4,J,SI1,3,13604.34,,,,
1409,1.18,Ideal,5,I,VS1,4,12533.84,,,,
1410,0.51,Ideal,5,G,VVS2,6,7805.13,,,,
1411,1.7,Ideal,5,D,SI2,2,16000.6,,,,
1412,0.4,Good,2,F,I1,1,4135.4,,,,
1413,0.71,Ideal,5,F,VS1,4,8579.73,,,,
1414,0.93,Good,2,G,SI1,3,9502.29,,,,
1415,0.39,Very Good,3,I,VVS2,6,6479.37,,,,
1416,1.01,Ideal,5,G,VVS2,6,12011.63,,,,
1417,1.6,Premium,4,G,VS2,5,16363.2,,,,
1418,0.32,Ideal,5,G,VVS1,7,6660.66,,,,
1419,0.32,Good,2,D,SI2,2,3916.36,,,,
1420,1,Very Good,3,E,SI2,2,9795.3,,,,
1421,0.57,Ideal,5,E,VS2,5,7855.91,,,,
1422,1,Premium,4,H,SI1,3,10407.4,,,,
1423,0.53,Ideal,5,G,VVS2,6,7973.39,,,,
1424,1.56,Premium,4,H,VS1,4,15572.68,,,,
1425,0.5,Premium,4,G,VS1,4,6654.9,,,,
1426,1.06,Ideal,5,G,VS2,5,11978.28,,,,
1427,0.33,Premium,4,H,VS1,4,5224.69,,,,
1428,0.9,Very Good,3,G,VVS2,6,10770,,,,
1429,1,Premium,4,F,SI1,3,10407.4,,,,
1430,0.31,Ideal,5,I,VVS1,7,6576.53,,,,
1431,1.24,Ideal,5,H,SI2,2,12130.62,,,,
1432,1.01,Ideal,5,D,VS2,5,11557.63,,,,
1433,1.02,Ideal,5,G,VS1,4,11187.76,,,,
1434,1.01,Premium,4,E,SI1,3,10491.53,,,,
1435,0.53,Very Good,3,F,SI2,2,5841.19,,,,
1436,0.53,Ideal,5,D,VS2,5,7519.39,,,,
1437,1.58,Premium,4,F,SI2,2,14832.94,,,,
1438,1.04,Premium,4,D,VVS2,6,12105.92,,,,
1439,0.32,Ideal,5,E,IF,8,7114.66,,,,
1440,0.58,Premium,4,G,VS2,5,7781.94,,,,
1441,1.2,Ideal,5,E,VVS1,7,14064.1,,,,
1442,1.07,Premium,4,F,SI2,2,10542.31,,,,
1443,1.06,Very Good,3,F,SI1,3,10754.08,,,,
1444,0.53,Ideal,5,G,VS2,5,7519.39,,,,
1445,0.33,Ideal,5,F,VVS2,6,6290.79,,,,
1446,0.7,Very Good,3,E,SI1,3,7725.4,,,,
1447,1.21,Premium,4,G,VS2,5,13082.13,,,,
1448,0.3,Very Good,3,D,SI1,3,4360.2,,,,
1449,0.52,Ideal,5,H,SI1,3,6527.26,,,,
1450,1.16,Good,2,F,SI2,2,10983.28,,,,
1451,0.73,Very Good,3,G,SI1,3,7977.79,,,,
1452,2.02,Ideal,5,J,VS2,5,20054.76,,,,
1453,0.37,Ideal,5,G,VS1,4,5719.31,,,,
1454,1.01,Very Good,3,G,SI1,3,10333.43,,,,
1455,0.52,Ideal,5,D,VS2,5,7435.26,,,,
1456,0.7,Good,2,E,VS2,5,8475.3,,,,
1457,0.4,Ideal,5,D,VVS1,7,7333.7,,,,
1458,1,Good,2,E,VS2,5,10999.2,,,,
1459,1.21,Ideal,5,E,SI1,3,12332.23,,,,
1460,1.08,Ideal,5,F,VS2,5,12146.54,,,,
1461,0.4,Ideal,5,F,VVS1,7,7333.7,,,,
1462,0.9,Very Good,3,F,VS2,5,10316,,,,
1463,0.41,Ideal,5,I,VVS2,6,6963.83,,,,
1464,1,Very Good,3,J,SI2,2,9795.3,,,,
1465,0.5,Very Good,3,E,SI1,3,6042.8,,,,
1466,1.19,Ideal,5,G,VVS1,7,13979.97,,,,
1467,0.5,Very Good,3,E,SI1,3,6042.8,,,,
1468,0.3,Premium,4,D,VS2,5,5426.3,,,,
1469,2.01,Good,2,F,SI2,2,18134.33,,,,
1470,0.32,Ideal,5,E,VVS2,6,6206.66,,,,
1471,0.43,Ideal,5,F,VVS1,7,7586.09,,,,
1472,0.31,Ideal,5,D,SI1,3,4760.53,,,,
1473,2.07,Premium,4,J,VS2,5,20317.31,,,,
1474,1.03,Ideal,5,E,SI1,3,10817.89,,,,
1475,0.7,Very Good,3,D,VS2,5,8633.4,,,,
1476,2.02,Very Good,3,G,SI2,2,18376.56,,,,
1477,0.57,Very Good,3,J,IF,8,8901.71,,,,
1478,1.13,Ideal,5,H,SI1,3,11659.19,,,,
1479,0.51,Very Good,3,G,VS2,5,7034.93,,,,
1480,0.27,Ideal,5,I,IF,8,6694.01,,,,
1481,1.5,Premium,4,D,VS2,5,15521.9,,,,
1482,1.03,Very Good,3,D,SI2,2,10047.69,,,,
1483,1.51,Very Good,3,I,SI2,2,14085.93,,,,
1484,0.72,Ideal,5,H,VVS1,7,10025.86,,,,
1485,1.71,Premium,4,I,VS2,5,17288.63,,,,
1486,0.4,Very Good,3,D,VS2,5,6109.5,,,,
1487,1.51,Very Good,3,F,VVS2,6,15901.93,,,,
1488,0.5,Ideal,5,H,SI1,3,6359,,,,
1489,1.14,Premium,4,F,SI1,3,11585.22,,,,
1490,0.33,Ideal,5,E,VS2,5,5836.79,,,,
1491,1.6,Premium,4,F,SI1,3,15455.2,,,,
1492,0.3,Good,2,E,VS2,5,5110.1,,,,
1493,0.73,Ideal,5,E,SI1,3,8293.99,,,,
1494,0.59,Very Good,3,G,SI1,3,6799.97,,,,
1495,0.47,Ideal,5,H,VS2,5,7014.61,,,,
1496,0.4,Premium,4,G,VVS2,6,6721.6,,,,
1497,0.3,Ideal,5,F,VS2,5,5584.4,,,,
1498,1.01,Very Good,3,H,VVS2,6,11695.43,,,,
1499,0.72,Very Good,3,E,SI1,3,7893.66,,,,
1500,0.63,Ideal,5,E,VS1,4,7906.69,,,,
1501,1.53,Ideal,5,F,VS1,4,15478.39,,,,
1502,0.4,Good,2,F,VS2,5,5951.4,,,,
1503,1.2,Fair,1,G,I1,1,10707.7,,,,
1504,0.78,Ideal,5,F,SI1,3,8714.64,,,,
1505,0.27,Premium,4,E,VS1,4,4719.91,,,,
1506,0.92,Very Good,3,D,SI1,3,9576.26,,,,
1507,0.34,Ideal,5,E,IF,8,7282.92,,,,
1508,0.26,Very Good,3,F,VVS1,7,5839.68,,,,
1509,1.05,Ideal,5,H,SI1,3,10986.15,,,,
1510,0.4,Very Good,3,F,VVS1,7,7017.5,,,,
1511,2.01,Very Good,3,I,VVS2,6,20108.43,,,,
1512,1.05,Ideal,5,I,SI1,3,10986.15,,,,
1513,0.3,Ideal,5,E,VVS1,7,6492.4,,,,
1514,0.47,Very Good,3,F,VVS2,6,7152.41,,,,
1515,1.02,Good,2,D,VS1,4,10713.46,,,,
1516,1.59,Premium,4,G,SI1,3,15371.07,,,,
1517,1,Very Good,3,E,SI2,2,9795.3,,,,
1518,2.15,Ideal,5,I,SI2,2,19786.45,,,,
1519,0.4,Very Good,3,E,SI1,3,5201.5,,,,
1520,1.01,Premium,4,E,VS1,4,10945.53,,,,
1521,1.6,Ideal,5,G,SI1,3,15613.3,,,,
1522,2.01,Ideal,5,G,SI1,3,19062.63,,,,
1523,0.3,Ideal,5,E,VS2,5,5584.4,,,,
1524,0.42,Ideal,5,D,VVS2,6,7047.96,,,,
1525,0.4,Very Good,3,F,VVS1,7,7017.5,,,,
1526,0.76,Very Good,3,H,VS2,5,9138.18,,,,
1527,0.41,Ideal,5,F,VS2,5,6509.83,,,,
1528,0.56,Ideal,5,H,VVS1,7,8679.78,,,,
1529,0.7,Good,2,F,SI1,3,7567.3,,,,
1530,2.29,Premium,4,G,SI2,2,20806.17,,,,
1531,1.05,Fair,1,I,VS1,4,10807.75,,,,
1532,1.52,Very Good,3,H,VVS2,6,15986.06,,,,
1533,0.4,Very Good,3,H,VVS1,7,7017.5,,,,
1534,1.2,Premium,4,G,SI2,2,11636,,,,
1535,0.26,Ideal,5,I,VS2,5,5247.88,,,,
1536,1.74,Ideal,5,F,SI1,3,16791.12,,,,
1537,0.71,Fair,1,D,VS2,5,8401.33,,,,
1538,1.22,Ideal,5,H,SI2,2,11962.36,,,,
1539,0.41,Premium,4,E,VS1,4,5897.73,,,,
1540,0.31,Fair,1,G,VS1,4,4582.13,,,,
1541,1.01,Good,2,E,SI1,3,10175.33,,,,
1542,1.02,Very Good,3,E,SI1,3,10417.56,,,,
1543,1.23,Premium,4,I,SI2,2,11888.39,,,,
1544,0.63,Good,2,F,VS1,4,7432.39,,,,
1545,0.75,Ideal,5,E,SI2,2,8008.25,,,,
1546,0.43,Very Good,3,G,VVS1,7,7269.89,,,,
1547,1.24,Ideal,5,H,SI1,3,12584.62,,,,
1548,0.5,Premium,4,G,VS1,4,6654.9,,,,
1549,1.01,Ideal,5,D,VVS2,6,12011.63,,,,
1550,0.31,Premium,4,E,SI2,2,4148.43,,,,
1551,0.7,Very Good,3,E,VS2,5,8633.4,,,,
1552,0.38,Premium,4,I,SI2,2,4737.34,,,,
1553,2.29,Premium,4,G,SI2,2,20806.17,,,,
1554,0.85,Fair,1,I,SI1,3,8671.15,,,,
1555,0.32,Ideal,5,E,VS1,4,5298.66,,,,
1556,1.01,Very Good,3,G,VS2,5,11241.43,,,,
1557,0.31,Ideal,5,G,VVS2,6,6122.53,,,,
1558,0.52,Premium,4,E,VS2,5,7277.16,,,,
1559,0.4,Ideal,5,D,VVS2,6,6879.7,,,,
1560,0.7,Very Good,3,H,VS2,5,8633.4,,,,
1561,1.31,Premium,4,D,VVS1,7,14831.43,,,,
1562,0.5,Premium,4,G,VVS2,6,7562.9,,,,
1563,1.5,Premium,4,H,VS2,5,15521.9,,,,
1564,0.7,Premium,4,F,SI1,3,7883.5,,,,
1565,0.31,Very Good,3,I,VVS1,7,6260.33,,,,
1566,1,Good,2,G,SI1,3,10091.2,,,,
1567,0.41,Premium,4,E,VS1,4,5897.73,,,,
1568,1.04,Premium,4,G,SI2,2,10289.92,,,,
1569,0.32,Very Good,3,H,SI2,2,4074.46,,,,
1570,0.78,Very Good,3,I,SI1,3,8398.44,,,,
1571,1.01,Very Good,3,D,VS2,5,11241.43,,,,
1572,0.9,Good,2,F,SI2,2,8795.9,,,,
1573,0.9,Premium,4,G,VS2,5,10474.1,,,,
1574,1.71,Very Good,3,F,SI1,3,16222.53,,,,
1575,0.41,Ideal,5,F,IF,8,7871.83,,,,
1576,1,Ideal,5,H,SI2,2,10111.5,,,,
1577,0.56,Ideal,5,G,VVS2,6,8225.78,,,,
1578,0.43,Premium,4,G,VS1,4,6065.99,,,,
1579,0.95,Ideal,5,G,VS2,5,11052.85,,,,
1580,0.83,Ideal,5,I,SI2,2,8681.29,,,,
1581,0.51,Ideal,5,D,VS2,5,7351.13,,,,
1582,0.7,Fair,1,D,SI2,2,6955.2,,,,
1583,0.41,Premium,4,F,VS1,4,5897.73,,,,
1584,0.32,Ideal,5,G,IF,8,7114.66,,,,
1585,0.7,Very Good,3,G,VS2,5,8633.4,,,,
1586,0.7,Premium,4,D,SI1,3,7883.5,,,,
1587,0.53,Ideal,5,H,VS1,4,7065.39,,,,
1588,0.9,Good,2,E,SI1,3,9249.9,,,,
1589,0.72,Premium,4,F,SI1,3,8051.76,,,,
1590,0.3,Very Good,3,D,SI2,2,3906.2,,,,
1591,1,Premium,4,E,VS2,5,11315.4,,,,
1592,1.57,Very Good,3,J,VS2,5,15952.71,,,,
1593,0.51,Ideal,5,D,VS2,5,7351.13,,,,
1594,1.3,Fair,1,H,I1,1,11549,,,,
1595,1.07,Ideal,5,E,VVS2,6,12516.41,,,,
1596,1.55,Ideal,5,J,VS2,5,16100.65,,,,
1597,0.9,Premium,4,H,I1,1,8658.1,,,,
1598,0.72,Premium,4,D,SI2,2,7597.76,,,,
1599,1,Premium,4,E,SI2,2,9953.4,,,,
1600,0.55,Ideal,5,F,SI1,3,6779.65,,,,
1601,1.36,Good,2,G,SI1,3,13119.88,,,,
1602,0.26,Premium,4,H,VVS2,6,5543.78,,,,
1603,1.08,Ideal,5,H,SI2,2,10784.54,,,,
1604,0.79,Ideal,5,G,SI1,3,8798.77,,,,
1605,0.9,Very Good,3,J,VS2,5,10316,,,,
1606,0.9,Very Good,3,E,SI1,3,9408,,,,
1607,1.13,Fair,1,F,VS1,4,11480.79,,,,
1608,1,Good,2,H,SI2,2,9637.2,,,,
1609,1.51,Ideal,5,G,VVS2,6,16218.13,,,,
1610,1.2,Ideal,5,F,VS1,4,12702.1,,,,
1611,1.01,Very Good,3,F,SI1,3,10333.43,,,,
1612,1.03,Ideal,5,I,SI2,2,10363.89,,,,
1613,0.9,Ideal,5,F,SI1,3,9724.2,,,,
1614,0.38,Premium,4,D,VVS2,6,6553.34,,,,
1615,0.84,Ideal,5,J,SI1,3,9219.42,,,,
1616,0.39,Ideal,5,F,VVS1,7,7249.57,,,,
1617,0.33,Ideal,5,G,VVS2,6,6290.79,,,,
1618,0.7,Ideal,5,E,VS2,5,8949.6,,,,
1619,0.75,Ideal,5,H,SI1,3,8462.25,,,,
1620,0.42,Ideal,5,G,VS2,5,6593.96,,,,
1621,1.03,Ideal,5,F,VVS2,6,12179.89,,,,
1622,0.81,Premium,4,I,VVS2,6,10170.93,,,,
1623,0.31,Ideal,5,G,VVS1,7,6576.53,,,,
1624,1.15,Very Good,3,E,SI2,2,11057.25,,,,
1625,0.29,Very Good,3,E,VS1,4,4730.07,,,,
1626,1,Good,2,J,VS2,5,10999.2,,,,
1627,0.9,Very Good,3,H,SI2,2,8954,,,,
1628,0.55,Ideal,5,D,VS2,5,7687.65,,,,
1629,2.11,Ideal,5,D,SI2,2,19449.93,,,,
1630,1,Very Good,3,G,VVS2,6,11611.3,,,,
1631,0.37,Good,2,E,VS2,5,5699.01,,,,
1632,0.5,Ideal,5,D,VS2,5,7267,,,,
1633,0.3,Ideal,5,I,VS1,4,5130.4,,,,
1634,0.7,Very Good,3,F,SI1,3,7725.4,,,,
1635,0.9,Premium,4,E,SI1,3,9566.1,,,,
1636,0.41,Ideal,5,I,VS2,5,6509.83,,,,
1637,0.33,Premium,4,G,VVS2,6,6132.69,,,,
1638,0.68,Premium,4,D,SI1,3,7715.24,,,,
1639,0.73,Very Good,3,G,SI2,2,7523.79,,,,
1640,0.52,Ideal,5,E,SI1,3,6527.26,,,,
1641,0.47,Fair,1,E,SI1,3,5474.21,,,,
1642,0.71,Good,2,H,SI1,3,7651.43,,,,
1643,0.7,Very Good,3,I,VS2,5,8633.4,,,,
1644,0.94,Very Good,3,D,SI1,3,9744.52,,,,
1645,0.41,Premium,4,G,SI1,3,5443.73,,,,
1646,0.41,Premium,4,E,SI1,3,5443.73,,,,
1647,0.34,Ideal,5,H,VS1,4,5466.92,,,,
1648,0.75,Very Good,3,E,SI1,3,8146.05,,,,
1649,2.01,Premium,4,I,SI2,2,18450.53,,,,
1650,1,Ideal,5,G,VVS2,6,11927.5,,,,
1651,1.21,Very Good,3,H,VS1,4,12470.03,,,,
1652,0.74,Very Good,3,D,SI2,2,7607.92,,,,
1653,0.42,Good,2,F,SI1,3,5211.66,,,,
1654,0.51,Ideal,5,D,VVS2,6,7805.13,,,,
1655,1.57,Very Good,3,H,VS2,5,15952.71,,,,
1656,1,Premium,4,F,SI1,3,10407.4,,,,
1657,0.7,Ideal,5,G,VS1,4,8495.6,,,,
1658,0.92,Ideal,5,E,SI1,3,9892.46,,,,
1659,0.41,Ideal,5,G,VS1,4,6055.83,,,,
1660,0.65,Very Good,3,H,VVS1,7,9120.75,,,,
1661,0.3,Premium,4,J,VS1,4,4972.3,,,,
1662,0.94,Ideal,5,D,SI2,2,9606.72,,,,
1663,0.32,Good,2,G,VS2,5,5278.36,,,,
1664,1.2,Ideal,5,I,SI1,3,12248.1,,,,
1665,1,Ideal,5,G,VVS2,6,11927.5,,,,
1666,1.01,Premium,4,G,VS2,5,11399.53,,,,
1667,0.37,Ideal,5,F,VVS1,7,7081.31,,,,
1668,1.55,Good,2,J,VS1,4,15172.35,,,,
1669,0.52,Good,2,E,SI1,3,6052.96,,,,
1670,0.51,Ideal,5,G,VS1,4,6897.13,,,,
1671,0.5,Good,2,E,SI1,3,5884.7,,,,
1672,1.21,Very Good,3,D,SI2,2,11562.03,,,,
1673,1.01,Premium,4,E,SI2,2,10037.53,,,,
1674,1.12,Ideal,5,F,VVS2,6,12937.06,,,,
1675,1.26,Ideal,5,H,SI1,3,12752.88,,,,
1676,0.72,Ideal,5,F,SI2,2,7755.86,,,,
1677,1.03,Ideal,5,G,SI1,3,10817.89,,,,
1678,0.32,Ideal,5,F,IF,8,7114.66,,,,
1679,0.3,Premium,4,G,VVS2,6,5880.3,,,,
1680,0.72,Good,2,F,VS2,5,8643.56,,,,
1681,0.76,Premium,4,E,SI2,2,7934.28,,,,
1682,1.02,Premium,4,H,VS2,5,11483.66,,,,
1683,1.7,Premium,4,I,VS2,5,17204.5,,,,
1684,0.41,Ideal,5,I,VS1,4,6055.83,,,,
1685,2.09,Very Good,3,F,SI2,2,18965.47,,,,
1686,1.08,Ideal,5,G,IF,8,13508.54,,,,
1687,1.06,Premium,4,H,VS2,5,11820.18,,,,
1688,1.26,Very Good,3,I,VS1,4,12890.68,,,,
1689,0.8,Very Good,3,J,VS1,4,9020.7,,,,
1690,1,Very Good,3,E,VS2,5,11157.3,,,,
1691,0.3,Ideal,5,H,VS2,5,5584.4,,,,
1692,0.42,Very Good,3,E,SI1,3,5369.76,,,,
1693,0.93,Ideal,5,D,SI2,2,9522.59,,,,
1694,0.3,Good,2,I,VVS1,7,6018.1,,,,
1695,0.3,Ideal,5,G,IF,8,6946.4,,,,
1696,0.43,Very Good,3,G,VS1,4,5907.89,,,,
1697,0.71,Good,2,I,VVS2,6,9013.43,,,,
1698,0.41,Good,2,E,VVS2,6,6489.53,,,,
1699,0.95,Premium,4,G,SI2,2,9532.75,,,,
1700,2,Very Good,3,G,SI2,2,18208.3,,,,
1701,1.05,Very Good,3,G,VS2,5,11577.95,,,,
1702,0.34,Very Good,3,I,SI1,3,4696.72,,,,
1703,2,Premium,4,J,I1,1,17912.4,,,,
1704,1.04,Very Good,3,F,VS2,5,11493.82,,,,
1705,0.52,Ideal,5,G,SI1,3,6527.26,,,,
1706,2.07,Very Good,3,H,SI2,2,18797.21,,,,
1707,0.91,Fair,1,H,SI2,2,8721.93,,,,
1708,0.5,Ideal,5,H,SI1,3,6359,,,,
1709,1.51,Premium,4,E,SI2,2,14244.03,,,,
1710,0.3,Good,2,F,VVS1,7,6018.1,,,,
1711,0.55,Ideal,5,G,VS2,5,7687.65,,,,
1712,1.2,Premium,4,E,VVS2,6,13452,,,,
1713,1.01,Premium,4,H,VS2,5,11399.53,,,,
1714,0.51,Ideal,5,G,VVS2,6,7805.13,,,,
1715,0.53,Ideal,5,I,VS1,4,7065.39,,,,
1716,1.2,Ideal,5,E,VVS1,7,14064.1,,,,
1717,0.71,Very Good,3,H,VVS2,6,9171.53,,,,
1718,0.32,Very Good,3,G,VVS1,7,6344.46,,,,
1719,2.13,Ideal,5,I,SI2,2,19618.19,,,,
1720,1.1,Ideal,5,G,VS1,4,11860.8,,,,
1721,0.7,Ideal,5,H,VVS2,6,9403.6,,,,
1722,0.3,Premium,4,D,SI1,3,4518.3,,,,
1723,0.48,Very Good,3,E,SI1,3,5874.54,,,,
1724,0.3,Ideal,5,D,SI1,3,4676.4,,,,
1725,0.32,Ideal,5,F,VS2,5,5752.66,,,,
1726,0.71,Ideal,5,D,VS1,4,8579.73,,,,
1727,1.25,Ideal,5,F,VS1,4,13122.75,,,,
1728,0.51,Ideal,5,I,VVS2,6,7805.13,,,,
1729,0.73,Very Good,3,H,VS1,4,8431.79,,,,
1730,0.41,Good,2,G,VVS1,7,6943.53,,,,
1731,1.23,Ideal,5,F,VVS2,6,13862.49,,,,
1732,0.55,Ideal,5,I,VVS1,7,8595.65,,,,
1733,0.58,Very Good,3,D,SI1,3,6715.84,,,,
1734,0.97,Premium,4,D,SI1,3,10155.01,,,,
1735,0.33,Ideal,5,E,VS2,5,5836.79,,,,
1736,0.33,Ideal,5,G,VVS2,6,6290.79,,,,
1737,0.41,Ideal,5,J,VS1,4,6055.83,,,,
1738,0.27,Ideal,5,F,VVS1,7,6240.01,,,,
1739,0.3,Very Good,3,G,SI1,3,4360.2,,,,
1740,0.52,Ideal,5,E,VVS2,6,7889.26,,,,
1741,0.42,Ideal,5,E,VVS1,7,7501.96,,,,
1742,1.01,Good,2,E,SI2,2,9721.33,,,,
1743,0.39,Ideal,5,G,VVS1,7,7249.57,,,,
1744,0.43,Very Good,3,E,SI1,3,5453.89,,,,
1745,0.72,Ideal,5,F,VVS2,6,9571.86,,,,
1746,0.23,Very Good,3,H,VVS1,7,5587.29,,,,
1747,0.79,Very Good,3,D,VS1,4,8936.57,,,,
1748,0.35,Ideal,5,G,IF,8,7367.05,,,,
1749,0.24,Very Good,3,J,VVS2,6,5217.42,,,,
1750,0.68,Very Good,3,F,VVS2,6,8919.14,,,,
1751,1.02,Very Good,3,E,VS1,4,10871.56,,,,
1752,0.71,Ideal,5,F,SI2,2,7671.73,,,,
1753,0.76,Premium,4,I,VVS1,7,10204.28,,,,
1754,0.41,Ideal,5,G,VVS2,6,6963.83,,,,
1755,0.7,Very Good,3,G,SI2,2,7271.4,,,,
1756,2.41,Premium,4,H,SI2,2,21815.73,,,,
1757,0.61,Good,2,H,VVS2,6,8172.13,,,,
1758,1,Ideal,5,D,SI1,3,10565.5,,,,
1759,0.71,Ideal,5,D,VS2,5,9033.73,,,,
1760,1.13,Very Good,3,F,SI1,3,11342.99,,,,
1761,0.41,Ideal,5,E,VS2,5,6509.83,,,,
1762,0.76,Very Good,3,H,SI1,3,8230.18,,,,
1763,0.97,Ideal,5,I,I1,1,9405.11,,,,
1764,0.62,Premium,4,G,I1,1,6302.46,,,,
1765,0.9,Good,2,F,SI1,3,9249.9,,,,
1766,0.79,Very Good,3,E,VS2,5,9390.57,,,,
1767,0.3,Ideal,5,E,SI1,3,4676.4,,,,
1768,0.31,Ideal,5,G,VVS1,7,6576.53,,,,
1769,0.32,Ideal,5,D,VS2,5,5752.66,,,,
1770,1.04,Good,2,D,SI1,3,10427.72,,,,
1771,1.21,Ideal,5,G,VVS1,7,14148.23,,,,
1772,1.02,Fair,1,G,SI1,3,10101.36,,,,
1773,0.35,Ideal,5,E,VS2,5,6005.05,,,,
1774,0.32,Ideal,5,D,SI1,3,4844.66,,,,
1775,1.02,Premium,4,F,VS1,4,11029.66,,,,
1776,0.36,Premium,4,E,SI2,2,4569.08,,,,
1777,0.38,Premium,4,G,VS1,4,5645.34,,,,
1778,1.05,Premium,4,H,SI1,3,10828.05,,,,
1779,0.41,Good,2,E,SI2,2,4673.53,,,,
1780,1.05,Very Good,3,D,VS2,5,11577.95,,,,
1781,1.52,Premium,4,H,SI1,3,14782.16,,,,
1782,0.9,Ideal,5,H,SI1,3,9724.2,,,,
1783,1.15,Premium,4,H,SI2,2,11215.35,,,,
1784,0.94,Ideal,5,D,SI1,3,10060.72,,,,
1785,0.7,Premium,4,G,VS1,4,8337.5,,,,
1786,0.5,Ideal,5,D,VVS2,6,7721,,,,
1787,0.64,Ideal,5,G,VVS2,6,8898.82,,,,
1788,0.55,Ideal,5,I,VS2,5,7687.65,,,,
1789,0.38,Ideal,5,F,VS2,5,6257.44,,,,
1790,0.53,Ideal,5,D,VS2,5,7519.39,,,,
1791,1.68,Good,2,E,I1,1,14904.04,,,,
1792,1.22,Premium,4,H,SI1,3,12258.26,,,,
1793,2,Fair,1,H,SI2,2,17892.1,,,,
1794,1.01,Premium,4,F,SI2,2,10037.53,,,,
1795,0.9,Ideal,5,H,SI2,2,9270.2,,,,
1796,0.26,Ideal,5,H,VS1,4,4793.88,,,,
1797,1.01,Ideal,5,E,SI2,2,10195.63,,,,
1798,0.92,Very Good,3,F,SI1,3,9576.26,,,,
1799,1.5,Premium,4,E,SI2,2,14159.9,,,,
1800,1.34,Very Good,3,H,VS2,5,14017.72,,,,
1801,0.31,Ideal,5,D,VS2,5,5668.53,,,,
1802,0.61,Good,2,F,VS1,4,7264.13,,,,
1803,0.4,Good,2,F,SI1,3,5043.4,,,,
1804,0.3,Ideal,5,H,VS2,5,5584.4,,,,
1805,0.95,Ideal,5,E,SI2,2,9690.85,,,,
1806,0.32,Ideal,5,G,VS1,4,5298.66,,,,
1807,1.66,Good,2,J,VS2,5,16551.78,,,,
1808,1.22,Premium,4,D,VS2,5,13166.26,,,,
1809,2.53,Premium,4,H,SI2,2,22825.29,,,,
1810,0.3,Ideal,5,H,VS1,4,5130.4,,,,
1811,0.25,Very Good,3,H,VVS2,6,5301.55,,,,
1812,0.73,Ideal,5,G,VS1,4,8747.99,,,,
1813,0.3,Very Good,3,I,IF,8,6630.2,,,,
1814,1.31,Premium,4,I,SI2,2,12561.43,,,,
1815,1.01,Very Good,3,F,VS2,5,11241.43,,,,
1816,0.41,Very Good,3,D,VS2,5,6193.63,,,,
1817,0.37,Premium,4,G,SI1,3,5107.21,,,,
1818,0.3,Very Good,3,F,VVS1,7,6176.2,,,,
1819,0.51,Premium,4,E,VS2,5,7193.03,,,,
1820,2.56,Good,2,J,SI2,2,22761.48,,,,
1821,0.38,Premium,4,H,SI1,3,5191.34,,,,
1822,0.38,Very Good,3,G,VS1,4,5487.24,,,,
1823,0.58,Ideal,5,G,VS2,5,7940.04,,,,
1824,0.74,Ideal,5,G,SI2,2,7924.12,,,,
1825,0.31,Ideal,5,I,SI1,3,4760.53,,,,
1826,1,Good,2,G,VS2,5,10999.2,,,,
1827,0.31,Very Good,3,H,VS2,5,5352.33,,,,
1828,0.61,Premium,4,F,VVS2,6,8488.33,,,,
1829,0.81,Ideal,5,F,VS2,5,9875.03,,,,
1830,0.58,Ideal,5,F,SI1,3,7032.04,,,,
1831,0.38,Very Good,3,F,VS2,5,5941.24,,,,
1832,0.54,Ideal,5,E,SI1,3,6695.52,,,,
1833,0.57,Very Good,3,E,VS2,5,7539.71,,,,
1834,1.01,Premium,4,G,SI1,3,10491.53,,,,
1835,0.57,Fair,1,F,VS1,4,6769.51,,,,
1836,0.73,Premium,4,E,SI1,3,8135.89,,,,
1837,1.18,Ideal,5,E,SI2,2,11625.84,,,,
1838,0.31,Ideal,5,F,IF,8,7030.53,,,,
1839,0.3,Ideal,5,H,VS1,4,5130.4,,,,
1840,0.34,Ideal,5,E,VS2,5,5920.92,,,,
1841,0.7,Very Good,3,G,SI2,2,7271.4,,,,
1842,0.3,Ideal,5,G,VS1,4,5130.4,,,,
1843,0.58,Ideal,5,E,VVS2,6,8394.04,,,,
1844,1.24,Ideal,5,E,VS2,5,13492.62,,,,
1845,1.23,Very Good,3,F,VS1,4,12638.29,,,,
1846,0.57,Ideal,5,E,SI1,3,6947.91,,,,
1847,0.32,Ideal,5,E,VVS1,7,6660.66,,,,
1848,0.9,Ideal,5,G,VVS1,7,11540.2,,,,
1849,0.39,Ideal,5,E,VVS2,6,6795.57,,,,
1850,0.8,Ideal,5,H,SI1,3,8882.9,,,,
1851,1.14,Ideal,5,G,VS1,4,12197.32,,,,
1852,0.72,Very Good,3,G,VS1,4,8347.66,,,,
1853,0.31,Ideal,5,E,VS2,5,5668.53,,,,
1854,0.54,Ideal,5,D,SI1,3,6695.52,,,,
1855,0.32,Ideal,5,I,VS2,5,5752.66,,,,
1856,0.32,Ideal,5,D,VS2,5,5752.66,,,,
